element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
As,1,"=""189.042""","=""189.043+""","=""1000r""","=""2.66e+08""",C+,"=""0.0""","=""52897.9""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""T7227""","=""L4831""",
As,1,"=""193.759""","=""193.760+""","=""800r""","=""2.19e+08""",C+,"=""0.0""","=""51610.2""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""3/2""",4,4,,"=""T7227""","=""L4831""",
As,1,"=""197.262""","=""197.263+""","=""585r""","=""2.02e+08""",C+,"=""0.0""","=""50693.8""","=""4s2.4p3""","=""4S*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""1/2""",4,2,,"=""T7227""","=""L4831""",
element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
As,1,"=""228.812""","=""228.811+""","=""350r""","=""2.8e+08""",D,"=""10914.6""","=""54605.3""","=""4s2.4p3""","=""2D*""","=""5/2""","=""4s2.4p2.(3P).5s""","=""2P""","=""3/2""",6,4,,"=""T2177""","=""L4831""",
As,1,"=""234.403""","=""234.402+""","=""35""","=""3.5e+07""",D,"=""18186.1""","=""60834.8""","=""4s2.4p3""","=""2P*""","=""1/2""","=""4s2.4p2.(1D).5s""","=""2D""","=""3/2""",2,4,,"=""T2177""","=""L4831""",
As,1,"=""234.984""","=""234.984+""","=""350r""","=""3.1e+08""",D,"=""10592.5""","=""53135.6""","=""4s2.4p3""","=""2D*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""2P""","=""1/2""",4,2,,"=""T2177""","=""L4831""",
As,1,"=""236.967""","=""236.966+""","=""6r""","=""6.0e+07""",D,"=""18647.5""","=""60834.8""","=""4s2.4p3""","=""2P*""","=""3/2""","=""4s2.4p2.(1D).5s""","=""2D""","=""3/2""",4,4,,"=""T2177""","=""L4831""",
As,1,"=""237.077""","=""237.077+""","=""100r""","=""4.2e+07""",D,"=""18647.5""","=""60815.0""","=""4s2.4p3""","=""2P*""","=""3/2""","=""4s2.4p2.(1D).5s""","=""2D""","=""5/2""",4,6,,"=""T2177""","=""L4831""",
As,1,"=""245.653""","=""245.652+""","=""170r""","=""7.2e+06""",D,"=""10914.6""","=""51610.2""","=""4s2.4p3""","=""2D*""","=""5/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""3/2""",6,4,,"=""T2177""","=""L4831""",
As,1,"=""249.291""","=""249.293+""","=""40""","=""1.2e+07""",D,"=""10592.5""","=""50693.8""","=""4s2.4p3""","=""2D*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""4P""","=""1/2""",4,2,,"=""T2177""","=""L4831""",
As,1,"=""274.500""","=""274.499+""","=""40r""","=""2.6e+07""",D,"=""18186.1""","=""54605.3""","=""4s2.4p3""","=""2P*""","=""1/2""","=""4s2.4p2.(3P).5s""","=""2P""","=""3/2""",2,4,,"=""T2177""","=""L4831""",
As,1,"=""278.022""","=""278.022+""","=""170r""","=""7.8e+07""",D,"=""18647.5""","=""54605.3""","=""4s2.4p3""","=""2P*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""2P""","=""3/2""",4,4,,"=""T2177""","=""L4831""",
As,1,"=""286.044""","=""286.043+""","=""100r""","=""5.5e+07""",D,"=""18186.1""","=""53135.6""","=""4s2.4p3""","=""2P*""","=""1/2""","=""4s2.4p2.(3P).5s""","=""2P""","=""1/2""",2,2,,"=""T2177""","=""L4831""",
As,1,"=""289.871""","=""289.870+""","=""50r""","=""9.9e+06""",D,"=""18647.5""","=""53135.6""","=""4s2.4p3""","=""2P*""","=""3/2""","=""4s2.4p2.(3P).5s""","=""2P""","=""1/2""",4,2,,"=""T2177""","=""L4831""",
